Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI,Telephone_Final
Hôtel de France,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,47.1057646,6.1480522,51/53 rue Pierre Vernier,25290#Ornans,,,OFFICE DE TOURISME DESTINATION LOUE LISON,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2025-12-10,#https://www.hoteldefrance-ornans.com/<>https://www.facebook.com/Hotel-de-France-120366134683526,3 étoiles#Classement officiel des hébergements touristiques|Hôtel Cosy#Logis,"Belle maison fleurie en cœur de ville face au musée Courbet, pour vivre un agréable séjour.",https://data.datatourisme.fr/6/31cd667f-1c66-390e-91b6-d710684344c2,03 66 13 46 83
Maison - grand gîte de la réchassière,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,46.812281,5.42738399,445 rue des Forges,39140#Commenailles,,,OFFICE DE TOURISME DE LONS LE SAUNIER ET SA REGION,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2025-11-28,#|#https://www.larechassiere.fr/<>https://www.facebook.com/Gite-de-Groupe-de-la-Rechassiere-970968946297605/,3 épis / Confort#Gîtes de France|Gîtes de France#Gîtes de France,"En pleine nature, au cœur de la Bresse Jurassienne, la Ferme de la Réchassière, vous offre quatre quatre chambres dont un duplex.",https://data.datatourisme.fr/6/a68307ba-e01c-3d44-9fb4-c9b9730635cc,09 68 94 62 97
Camping - Les Bords de Loue,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,47.019136,5.483465,rue du Camping,39100#Parcey,,,OFFICE DE TOURISME DE DOLE - HELLO DOLE,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-10,#http://www.jura-camping.fr/<>https://www.facebook.com/Camping-les-bords-de-loue-381200625242573/,Accueil Vélo#France Vélo Tourisme|3 étoiles#Classement officiel des hébergements touristiques,Camping familial au bord de rivière. Piscines chauffées avec toboggans aquatiques. Club enfant. Bar-snack-épicerie en haute saison.,https://data.datatourisme.fr/6/c9966700-6aa9-3f54-8b1b-f1816ad76e35,06 25 24 25 73
Hôtel-Restaurant Le Saint-Cyr,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,46.329982,4.409398,Le Bourg 20 route de Gibles,71520#Montmelard,,,Mission Tourisme - Département 71,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2025-11-21,#https://www.lesaintcyr.fr/<>https://www.logishotels.com/fr/hotel/logis-hotel-le-saint-cyr-6280<>https://www.facebook.com/pages/H%C3%B4tel-Restaurant-Le-Saint-Cyr/604915642907156,Qualité Tourisme#Qualité Tourisme|3 étoiles#Classement officiel des hébergements touristiques|Hôtel Cosy#Logis|Rando Accueil#Rando Accueil,"Dans cet hôtel familial, laissez vous chouchouter : accueil chaleureux et cuisine soignée vous attendent, auprès de la nature dans un cadre bucolique.",https://data.datatourisme.fr/6/7ccf2d77-03b2-3d4f-8446-0ce5fc6dfec7,04 91 56 42 90
Gîte du Brin d'Herbe,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.899873,6.421198,La Grange de Simon Pion,25300#Pontarlier,,,OFFICE DE TOURISME DU PAYS DU HAUT-DOUBS,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-02,#https://www.facebook.com/profile.php?id=100083079289814,3 étoiles#Classement officiel des hébergements touristiques,Gîte avec accès PMR se situant sur la montagne du Larmont à 1 134 m d'altitude.,https://data.datatourisme.fr/6/1f5058c8-4d71-3057-9177-d70735126579,08 30 79 28 98
Les Géraniums du 95 B,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.906084,6.3709412,95 B rue des Lavaux,25300#Pontarlier,,,OFFICE DE TOURISME DU PAYS DU HAUT-DOUBS,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-02,#https://www.facebook.com/Location-meubl%C3%A9-de-tourisme-Les-g%C3%A9raniums-du-95b-104688600917056/,Accueil Vélo#France Vélo Tourisme|3 étoiles#Classement officiel des hébergements touristiques,Décoration moderne et chaleureuse : vous serez comme à la maison ! Profitez de sa terrasse en été.,https://data.datatourisme.fr/6/597a0f04-977e-37da-abb2-5dba6a0a5e48,04 68 86 00 91
Hôtel L'Ouvrée,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,47.0652663,4.812615,54 rue de bourgogne,21420#Savigny-lès-Beaune,,,COTE-D'OR ATTRACTIVITE (COORDINATION DECIBELLES DATA),Bourgogne-Franche-Comté Tourisme - Decibelles Data,2025-10-08,#https://www.louvree.fr/<>https://secure.reservit.com/fo/booking/2/378/dates?specialMode=default&langcode=EN&__utmz=1.1591709190.3.1.utmcsr%3Dhotel-villa-louise.fr%7Cutmccn%3D(referral)%7Cutmcmd%3Dreferral%7Cutmcct%3D%2Ffr%2Fhotel-de-charme-beaune.html&custid=2&_ga=GA1.2.1303081467.1559033307&hotelid=378&__utmc=1&m=booking&__utma=1.604197765.1559033322.1559292390.1591709190.3&_ts=1592206024659&currency=EUR&resetCookies=1<>https://secure.reservit.com/fo/booking/2/378/dates?specialMode=default&langcode=FR&__utmz=1.1591709190.3.1.utmcsr%3Dhotel-villa-louise.fr%7Cutmccn%3D(referral)%7Cutmcmd%3Dreferral%7Cutmcct%3D%2Ffr%2Fhotel-de-charme-beaune.html&custid=2&_ga=GA1.2.1303081467.1559033307&hotelid=378&__utmc=1&m=booking&__utma=1.604197765.1559033322.1559292390.1591709190.3&_ts=1592206024659&currency=EUR&resetCookies=1<>https://secure.reservit.com/fo/booking/2/378/dates?specialMode=default&langcode=DE&__utmz=1.1591709190.3.1.utmcsr%3Dhotel-villa-louise.fr%7Cutmccn%3D(referral)%7Cutmcmd%3Dreferral%7Cutmcct%3D%2Ffr%2Fhotel-de-charme-beaune.html&custid=2&_ga=GA1.2.1303081467.1559033307&hotelid=378&__utmc=1&m=booking&__utma=1.604197765.1559033322.1559292390.1591709190.3&_ts=1592206024659&currency=EUR&resetCookies=1,4 étoiles#Classement officiel des hébergements touristiques,"Quintessence de l'esprit Bourguignon, l'Hotel-Restaurant l'Ouvrée vous accueille dans ses chambres nouvellement rénovées, confortables et élégantes.",https://data.datatourisme.fr/6/40575fbc-cd1f-3085-aa0e-9aa6e46c5950,03 08 14 67 15
La Vieille Auberge du Lac,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,47.284429,4.017248,"10, La Place",58230#Saint-Agnan,,,Nièvre Attractive,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-01,#http://www.lavieilleaubergedulac.com/<>https://twitter.com/justigocom/status/614482780819443712<>https://www.facebook.com/La-Vieille-Auberge-du-Lac-1455781617975926/?fref=ts,Accueil Vélo#France Vélo Tourisme|Recommandé GTMC Grand Traversée du Massif Central#GTMC Great Crossing of the Massif Central|3 étoiles#Classement officiel des hébergements touristiques,A 30 minutes de la sortie de l'autoroute A6 (Avallon ou Pouilly en Auxois).,https://data.datatourisme.fr/6/91515153-05a6-3532-83d8-2444d215408d,08 19 44 37 12
Hôtel Villa Louise,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,47.0669052,4.8603404,9 rue Franche,21420#Aloxe-Corton,,,La Côte-d'Or J'adore,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-01,#http://hotel.reservit.com/front5984/front.do?m=booking&custid=2&hotelid=5984&langcode=DE<>http://hotel.reservit.com/front5984/front.do?m=booking&custid=2&hotelid=5984&langcode=EN<>http://www.hotel-villa-louise.fr/<>http://hotel.reservit.com/reservit/avail-info.php?hotelid=5984&userid=1677e816b7f4adb14cd390ed1b936f15ca4e&__utma=1.310336785.1372834337.1389017658.1389863051.6&__utmz=1.1389017658.5.5.utmcsr%3Dcotedor-tourisme.com%7Cutmccn%3D%28referral%29%7Cutmcmd%3Dreferral%7Cutmcct%3D%2Fsites%2Fall%2Fmodules%2Fadt21_engine%2Futils%2Fredirect_com.php&__utmc=1,4 étoiles#Classement officiel des hébergements touristiques|Vignobles & Découvertes#Label Vignobles & Découvertes,"A l'arrière du village d'Aloxe-Corton, la Villa Louise est une ancienne maison du 17ème siècle bordée d'un grand jardin qui se perd dans les vignes.",https://data.datatourisme.fr/6/06dda577-e22b-3929-8d2c-83513c8572af,01 76 58 13 89
Hôtel restaurant - le Domaine du Revermont,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,46.8021452,5.61959266,600 route du Revermont,39230#Passenans,,,Office de Tourisme JurAbsolu,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-01,#https://www.domaine-du-revermont.fr/<>https://www.facebook.com/DOMAINE-DU-REVERMONT-h%C3%B4tel-et-restaurant-192036170837231/,Vignobles & Découvertes#Label Vignobles & Découvertes|Qualité Tourisme#Qualité Tourisme|3 étoiles#Classement officiel des hébergements touristiques,"Entre vignobles et pâturages, a proximité des jolies villes d’Arbois, Poligny, Lons le Saunier et de Dole, aux environs de Besançon (7 km de la sortie",https://data.datatourisme.fr/6/fc85cb8d-6e3b-3a01-95d9-adf0b2b40117,03 61 70 83 72
Camping du Pont de Bourgogne,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,46.7843236,4.87224125,"12, rue Julien Leneveu",71380#Saint-Marcel,,,Mission Tourisme - Département 71,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-05,#http://www.camping-chalon.com/<>http://www.secureholiday.net/reservation.asp?nc=3630lg=f|#http://www.camping-chalon.com/<>http://www.secureholiday.net/reservation.asp?nc=3630lg=f<>http://www.facebook.com/pages/Camping-du-Pont-de-Bourgogne/100345186719423?fref=ts,Accueil Vélo#France Vélo Tourisme|3 étoiles#Classement officiel des hébergements touristiques,"Camping idéalement situé en bordure de Saône, à quelques pas du centre ville de Chalon-sur-Saône, nous disposons de 100 emplacements sur 3,3 ha.",https://data.datatourisme.fr/6/fb920686-71b4-38e2-ab0f-97ae495664b1,03 45 18 67 19
Sure Hotel by Best Western,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,47.1089467,5.50354957,11 rue Alexandre Vialatte,39100#Dole,,,OFFICE DE TOURISME DE DOLE - HELLO DOLE,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-04,#https://www.bestwestern.fr/fr/hotel-Dole-Sure-Hotel-by-Best-Western-Dole-93969?fbclid=IwAR2Ipi8tZbhm9CkN1dqNCcCsks7iJlTKKc1JbJ5BpDP5TQXoRFdxvv0IRCM<>https://www.facebook.com/profile.php?id=61550913292317,Clef Verte#Clef verte|3 étoiles#Classement officiel des hébergements touristiques,"Hôtel contemporain avec 42 chambres climatisées, calme et agréable. Etablissement totalement rénové. Parking fermé, wifi gratuit, piscine extérieure.",https://data.datatourisme.fr/6/1134695a-7d71-3835-82e2-7c7d1bb82dcb,09 13 29 23 17
Les Trois Charmes,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product|http://schema.org/BedAndBreakfast,47.2863331,5.89628749,30 Grande Rue,25170#Chaucenne,,,OFFICE DE TOURISME ET DES CONGRES DU GRAND BESANCON,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-20,#https://www.lestroischarmes.fr/<>https://www.facebook.com/pages/category/Bed-and-Breakfast/Les-Trois-Charmes-2053510921624746/<>https://www.gites-de-france-doubs.fr/location-vacances-Chambre-d-hotes-Les-Trois-Charmes-Chaucenne-25G17.html|#https://www.lestroischarmes.fr/<>https://www.facebook.com/pages/category/Bed-and-Breakfast/Les-Trois-Charmes-2053510921624746/<>https://www.gites-de-france-doubs.fr/location-vacances-Chambre-d-hotes-Les-Trois-Charmes-Chaucenne-25G17.html,3 épis / Confort#Gîtes de France|Gîtes de France#Gîtes de France|Accueil motards#Accueil motards,"Maison d’hôtes de charme près de Besançon. Chambres spacieuses, table d’hôtes locale et grand jardin clos. Calme garanti.",https://data.datatourisme.fr/6/a9d432e3-7d1f-33be-8f5a-2d88fb2d086d,05 35 10 92 16
Gîte à Laissey,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,47.2982514,6.2336151,60 B Grande Rue,25820#Laissey,,,OFFICE DE TOURISME DU DOUBS BAUMOIS,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-02-05,#|#https://www.facebook.com/Laissey-Vous-Tenter-1914307415447589,3 étoiles#Classement officiel des hébergements touristiques,"Bienvenue au cœur de la vallée du Doubs au gîte de Laissey ! Profitez d'un gîte charmant pour 8 personnes, idéal pour les cyclotouristes.",https://data.datatourisme.fr/6/db8189ee-0b9d-354e-b1e6-efbfc77c7473,07 41 54 47 58
Gîte de la Doit,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#AccommodationProduct|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Product,46.5882887,4.52070485,"La Grande Terre 2, route de Mary",71460#Saint-Marcelin-de-Cray,,,CLUNY │ OT de Cluny Sud Bourgogne | Cat.II,Bourgogne-Franche-Comté Tourisme - Decibelles Data,2026-01-01,#https://gite-de-la-doit.webnode.fr/<>https://www.facebook.com/profile.php?id=100057503407296&sk=reviews&locale=fr_FR,3 étoiles#Classement officiel des hébergements touristiques,"Grande maison de campagne familiale, isolée en pleine campagne, piscine avec vue sur la vallée.",https://data.datatourisme.fr/6/8970f13c-2383-3b1a-8659-64f550af6a2b,05 75 03 40 72
