Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Piccolo (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.05153189,55.22608044,"99, rue du Général de Gaulle",97434#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,Piccolo (Le)#,,,https://data.datatourisme.fr/54/5c68b3e0-7029-35cd-a8d1-b0956109c9f1
Colorado,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.8937338,55.4212213,"102, chemin du Colorado",97417#Saint-Denis,,,Soubik,ADT Réunion,2019-10-10,Colorado#,,,https://data.datatourisme.fr/54/5c792b1e-a60e-39ff-9b88-dea608a7b805
Restaurant du Marché de Gros,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.32165,55.448731,"3, avenue Charles Isautier - ZI N°3",97410#Saint-Pierre,,,Soubik,ADT Réunion,2019-10-10,Restaurant du Marché de Gros#http://rmg-saintpierre.re/,,,https://data.datatourisme.fr/54/5ce580af-cde2-3e00-81df-ed1fc735147b
Fancy Food,http://schema.org/FoodEstablishment|http://schema.org/Restaurant|https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant,-20.8931918,55.4574719,"2, avenue Jean Albany - 16, résidence Jacques Coeur B - Les Camélias",97400#Saint-Denis,,,Soubik,ADT Réunion,2019-10-10,Fancy Food#,,,https://data.datatourisme.fr/54/2434d384-2d82-34e5-8be2-2de4705054fc
Bohème (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.3693065,55.565285999,"36, chemin Sylvain Vitry",97429#Petite-Île,,,Soubik,ADT Réunion,2020-07-21,Bohème (La)#http://www.laboheme.re/,,,https://data.datatourisme.fr/54/24ac2103-6028-3327-8907-57aa6d76d6ca
Escapade Plongée,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#NauticalCentre,-21.105048,55.250061,"Local 3A, Port de Saint-Gilles",97434#Saint-Paul,,,Soubik,ADT Réunion,2023-06-19,Escapade Plongée#http://www.escapadeplongee.com/,,,https://data.datatourisme.fr/54/24c13ae4-3219-3904-9667-ff07b51a6acb
Pizzeria La Gondole,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.38067938,55.60972067,"36, rue Raphaël Babet",97480#Saint-Joseph,,,Soubik,ADT Réunion,2019-10-10,Pizzeria La Gondole#,,,https://data.datatourisme.fr/54/26e3099f-769a-390d-bdce-527b831b7dce
Prestiges de la Fournaise,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#CraftsmanShop|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,-20.9190923,55.4859363,"42, route Jules Reydellet - La Bretagne",97490#Saint-Denis,,,Soubik,ADT Réunion,2019-10-10,Prestiges de la Fournaise#,,,https://data.datatourisme.fr/54/26eb8344-1307-31b0-bb0a-8fb3d4e6a056
Ti Piment,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.001705,55.689412,"1 bis, rue Roberto -Rivière des Roches",97412#Bras-Panon,,,Soubik,ADT Réunion,2022-11-10,Ti Piment#,,,https://data.datatourisme.fr/54/2844a7a9-7e41-3f53-bb53-ff681703cb4e
Snack du Vieux Moulin,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-21.355875,55.565336,"201, rue Mahé de Labourdonnais",97429#Petite-Île,,,Soubik,ADT Réunion,2019-10-10,Snack du Vieux Moulin#,,,https://data.datatourisme.fr/54/298e235b-dc7c-3990-800c-ad1f482b54cb
Langue d'Oc (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.263091,55.362592,"137 bis, avenue Raymond Barre",97427#L'Étang-Salé,,,Soubik,ADT Réunion,2019-10-10,Langue d'Oc (La)#,,,https://data.datatourisme.fr/54/2a53c068-9619-36b5-9dc1-0193048d3360
Petite Brasserie (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.93771,55.289906,"26, rue de Saint-Paul",97420#Le Port,,,Soubik,ADT Réunion,2019-10-10,Petite Brasserie (La)#,,,https://data.datatourisme.fr/54/2b66da58-8039-3ce4-9481-30c876587759
A l'Ouest,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.944374,55.289027,"26, rue de Saint-Paul",97420#Le Port,,,Soubik,ADT Réunion,2019-10-10,A l'Ouest#,,,https://data.datatourisme.fr/54/a7adefcb-aa20-3237-bcad-db72389a329d
Action Aventure,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-20.933074,55.653206,"250, rue Bois Rouge",97440#Saint-André,,,Soubik,ADT Réunion,2021-06-08,Action Aventure#http://www.tunnelsdelave.com/,,,https://data.datatourisme.fr/54/2c04b42e-65bc-3e7e-8df1-c0131830c132
Eté Indien (L'),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.266087,55.334621,"1, rue des Salines",97427#L'Étang-Salé,,,Soubik,ADT Réunion,2021-06-22,Eté Indien (L')#http://www.restaurant-ete-indien.fr/,,,https://data.datatourisme.fr/54/2c6c0534-5158-3c8b-8a85-d8ac8927924b
Maxwell Pizza,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-20.896926,55.4928465,"7 G, avenue Eudoxie Nonge",97490#Saint-Denis,,,Soubik,ADT Réunion,2019-10-10,Maxwell Pizza#,,,https://data.datatourisme.fr/54/2d786be7-4549-37ff-97f9-9befb083ea65
GarciaLocation.com - Agence Ouest,https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Rental|http://schema.org/Product,-20.933096,55.293441,"12, avenue du 14 Juillet 1789",97420#Le Port,,,Soubik,ADT Réunion,2019-10-10,GarciaLocation.com - Agence Ouest#https://www.garcialocation.com/,,,https://data.datatourisme.fr/54/2dac596b-4fdb-3ebb-94dc-0ffc119eb3b8
Chez Steeve,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-20.961233,55.651802,Avenue de la République,97440#Saint-André,,,Soubik,ADT Réunion,2022-11-10,Chez Steeve#,,,https://data.datatourisme.fr/54/2de7c14e-1646-336f-b028-2dc83453caf8
Verre et L'Assiette (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.007249,55.272584,"1, rue Eugène Dayot Leconte de Lisle",97460#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,Verre et L'Assiette (Le)#,,,https://data.datatourisme.fr/54/e3e41224-08e2-3b26-a5ba-20d725868a7c
Rose de Chine,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.8843579,55.4672691,"85, rue Léopold Rambaud - Le Butor",97490#Saint-Denis,,,Soubik,ADT Réunion,2019-10-10,Rose de Chine#,,,https://data.datatourisme.fr/54/e4109561-3792-3fc5-98ae-48bf3adc6677
Eddyrando,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.24361,55.34548,"157, chemin Cendrine",97425#Les Avirons,,,Soubik,ADT Réunion,2020-02-10,Eddyrando#https://eddyrando.wordpress.com/,,,https://data.datatourisme.fr/54/e46e961b-5757-3f34-8de1-d978aca70cfb
Chez Rico,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.15146663,55.2795626,"3, rue Georges Pompidou - Pointe des Châteaux",97436#Saint-Leu,,,Soubik,ADT Réunion,2019-10-10,Chez Rico#,,,https://data.datatourisme.fr/54/e4a39afe-fbe9-3ee0-ba02-1516c0b5b0cc
Chez Loulou,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-21.051409,55.225439,"86, rue du Général de Gaulle",97434#Saint-Paul,,,Soubik,ADT Réunion,2020-06-10,Chez Loulou#,,,https://data.datatourisme.fr/54/e4d1807a-ca22-36c1-b426-415c57a4c2de
Chez Louisiane,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.136969,55.294404,"31, lot Jacarandas - les Colimaçons",97436#Saint-Leu,,,Soubik,ADT Réunion,2019-10-10,Chez Louisiane#,,,https://data.datatourisme.fr/54/e4d94f35-6b1f-3b4e-8fc0-3336c0bf5b8b
Entre 2 Songes,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest,-21.240205,55.470061,9 Chemin Macaire,97414#Entre-Deux,,,Soubik,ADT Réunion,2023-11-02,Entre 2 Songes#,,,https://data.datatourisme.fr/54/e545af4d-6ba8-346c-b389-9289a89a33b4
Pti Goût (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.27168913,55.43725906,"121, route de Cilaos",97421#Saint-Louis,,,Soubik,ADT Réunion,2019-10-10,Pti Goût (Le)#,,,https://data.datatourisme.fr/54/e642491b-b2a1-33de-84e6-0d35f1d56e58
Pagode (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.87664175,55.45365637,"26, rue Charles Gounod",97400#Saint-Denis,,,Soubik,ADT Réunion,2019-10-10,Pagode (La)#,,,https://data.datatourisme.fr/54/e6fa2f6f-a21b-3831-977c-7b0b5ec9b88a
Copacabana (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.09294785,55.23325976,"20, rue des Mouettes",97434#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,Copacabana (Le)#,,,https://data.datatourisme.fr/54/e75470bc-6224-303f-b10b-d3d9b46fea33
Grand Régal (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.875318,55.453182,"14, rue Charles Gounod",97400#Saint-Denis,,,Soubik,ADT Réunion,2019-10-10,Grand Régal (Le)#,,,https://data.datatourisme.fr/54/e75be8fd-9d60-39df-bdf7-f0a5128b85f3
Ainsi Parlait Zarathoustra,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.876837,55.449067,13 ruelle Edouard,97400#Saint-Denis,,,Soubik,ADT Réunion,2019-10-10,Ainsi Parlait Zarathoustra#,,,https://data.datatourisme.fr/54/e79f0bc1-73bd-3996-a149-20884903a62a
Pirates du Lagon,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#ThemePark|http://schema.org/AmusementPark,-21.100243,55.24371,"80, route du Trou d'Eau",97434#Saint-Paul,,,Soubik,ADT Réunion,2020-01-31,Pirates du Lagon#,,,https://data.datatourisme.fr/54/e8417402-94a6-327a-be21-57d60a66566f
Fin Gourmet (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.87759873,55.45159932,"15, rue Victor Mac Auliffe",97400#Saint-Denis,,,Soubik,ADT Réunion,2020-09-22,Fin Gourmet (Le)#,,,https://data.datatourisme.fr/54/e84a01fa-316d-3502-85d5-75438355b1e0
Resto Gedeas,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-21.287819,55.405922,25 C rue de l'Eglise,97450#Saint-Louis,,,Soubik,ADT Réunion,2019-10-10,Resto Gedeas#,,,https://data.datatourisme.fr/54/e87d8bcc-3349-3dd5-b23b-248e7a97a960
Jardin de Vandas,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#TechnicalHeritage,-21.378103,55.606516,"16, rue Léon Dehaulme",97480#Saint-Joseph,,,Soubik,ADT Réunion,2019-10-10,Jardin de Vandas#http://www.jardin-orchidees.com/,,,https://data.datatourisme.fr/54/e89be3e9-940b-359f-8b4c-dc7f08f0bc2e
Urbain's Car,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ServiceProvider,-20.919975,55.53042,32 rue Aimée Pignolet de Fresnes,97438#Sainte-Marie,,,Soubik,ADT Réunion,2021-03-16,Urbain's Car#,,,https://data.datatourisme.fr/54/51a62156-0d8e-3466-af7d-7ad11372e757
Burgers de Papa (Les),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-21.339673,55.472581,69 rue des Bons Enfants,97410#Saint-Pierre,,,Soubik,ADT Réunion,2022-07-11,Burgers de Papa (Les)#https://www.lesburgersdepapa.fr/,,,https://data.datatourisme.fr/54/531c2edb-81b9-3696-bd25-ab33cd502532
Fleurs de Lys,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.92789092,55.66028762,"325, chemin Bel Ombre
Parc Nautique du Colosse
Champ Borne",97440#Saint-André,,,Soubik,ADT Réunion,2019-10-10,Fleurs de Lys#,,,https://data.datatourisme.fr/54/533ec615-69b8-38da-b6ad-550f114a3111
A La Maison,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.369707,55.632864,"108, chemin des Prunes",97480#Saint-Joseph,,,Soubik,ADT Réunion,2020-07-08,A La Maison#,,,https://data.datatourisme.fr/54/54784429-a42a-30d4-b223-1703046ea764
Passion Libre,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.875079,55.453153,"3, rue Charles Gounod",97400#Saint-Denis,,,Soubik,ADT Réunion,2019-10-10,Passion Libre#,,,https://data.datatourisme.fr/54/54c5e3ad-3569-391e-8d82-dfc0817b1cda
Café des Arts (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.87563523,55.45323416,"3, rue Charles Gounod",97400#Saint-Denis,,,Soubik,ADT Réunion,2019-10-10,Café des Arts (Le)#,,,https://data.datatourisme.fr/54/b1f61c90-3dd6-376b-a932-1c931c67f014
Jam Rose,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.983199,55.628326,6939 route de Salazie,97440#Saint-André,,,Soubik,ADT Réunion,2022-11-25,Jam Rose#,,,https://data.datatourisme.fr/54/5502aaea-b474-3292-a54c-f81fa2336fbc
Zambrozades (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.001059,55.587973,6939 route de Salazie,97440#Saint-André,,,Soubik,ADT Réunion,2019-10-10,Zambrozades (Les)#,,,https://data.datatourisme.fr/54/e4588f7e-60dc-35d7-8def-4f9cad922b3e
Chez Lulu,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.16539559,55.28766363,"4, rue Barrelier",97436#Saint-Leu,,,Soubik,ADT Réunion,2019-10-10,Chez Lulu#,,,https://data.datatourisme.fr/54/55399e47-5b52-3285-99ef-042ab097c7bd
Pointes Blanches (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.259394,55.36924,"35, chemin Bois de Nèfles",97427#L'Étang-Salé,,,Soubik,ADT Réunion,2019-10-10,Pointes Blanches (Les)#http://www.location-pointes-blanches.com/,,,https://data.datatourisme.fr/54/559a52ee-5541-3faa-90fe-9ff52bf4c124
Eté Indien Le Port,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.957768,55.316723,Lot 01A - Centre Commercial Cap Sacré Cœur,97420#Le Port,,,Soubik,ADT Réunion,2023-08-01,Eté Indien Le Port#https://www.ete-indien.re/,,,https://data.datatourisme.fr/54/55fb200c-cdd0-3e99-9e4c-3b5321daeb23
Planet K'Fé,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.876714,55.449348,"26, rue Jean Chatel",97400#Saint-Denis,,,Soubik,ADT Réunion,2019-10-10,Planet K'Fé#,,,https://data.datatourisme.fr/54/56ac4842-d71b-3649-a78f-35187a6506fc
Passage du Chat Blanc (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-20.876799,55.449366,"26, rue Jean Chatel",97400#Saint-Denis,,,Soubik,ADT Réunion,2020-06-10,Passage du Chat Blanc (Le)#,,,https://data.datatourisme.fr/54/19c6ed71-7c15-3e90-92f8-caffe945f4dc
Vahiné,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.1645111,55.28773159,"77, rue du Général Lambert",97436#Saint-Leu,,,Soubik,ADT Réunion,2019-10-10,Vahiné#,,,https://data.datatourisme.fr/54/56dd7feb-a9ba-3fc9-add4-b3efb3941d02
Mahola (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.164202,55.28769,"77, rue du Général Lambert",97436#Saint-Leu,,,Soubik,ADT Réunion,2019-10-10,Mahola (Le)#,,,https://data.datatourisme.fr/54/1ac40739-1d3a-36e9-b4ae-be9b1440c511
Saveurs des Hauts,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-21.1145,55.300569,165 route Hubert Delisle,97426#Les Trois-Bassins,,,Soubik,ADT Réunion,2021-02-03,Saveurs des Hauts#,,,https://data.datatourisme.fr/54/580cc3e3-2f2a-3fb0-9d1f-6f28e8532f56
Hacienda (L'),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.317222,55.471773,"76, chemin Stephen Rebecca",97410#Saint-Pierre,,,Soubik,ADT Réunion,2019-10-10,Hacienda (L')#,,,https://data.datatourisme.fr/54/5822af7a-ad6b-3c7f-9bef-2bcb6ac9372d
Délices d'Istanbul (Les),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.877658,55.454466,64 rue Pasteur,97400#Saint-Denis,,,Soubik,ADT Réunion,2021-04-27,Délices d'Istanbul (Les)#,,,https://data.datatourisme.fr/54/582945ff-6a73-37ff-9648-d935a2834a56
Run'Aventures Boutik,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Rental|https://www.datatourisme.fr/ontology/core#EquipmentRental|https://www.datatourisme.fr/ontology/core#NauticalCentre|http://schema.org/Product,-21.05432174,55.2259704,"19 bis, Port de Saint-Gilles",97434#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,Run'Aventures Boutik#http://www.runaventures.com/,,,https://data.datatourisme.fr/54/592acdef-a46c-3ad5-8282-e1ec413f6068
