Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Four à Pain (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.367744,55.727471,"63, RN2 Le Baril",97442#Saint-Philippe,,,Soubik,ADT Réunion,2023-01-26,Four à Pain (Le)#,3 épis / Confort#Gîtes de France,,https://data.datatourisme.fr/54/10a399a3-a894-3b90-9b90-6d8f551643eb
Four à Pain (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#TableHotes|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.367744,55.727471,"63, RN2 Le Baril",97442#Saint-Philippe,,,Soubik,ADT Réunion,2019-10-10,Four à Pain (Le)#,,,https://data.datatourisme.fr/54/11e46ab3-2dcc-3150-bb7a-1092cb627d21
Campierelle (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.03388628,55.4749964,"14, chemin Camp Pierrot",97433#Salazie,,,Soubik,ADT Réunion,2022-01-11,Campierelle (La)#,1 épi#Gîtes de France,,https://data.datatourisme.fr/54/26f1cdb9-377b-3329-aaab-902ab5270ad2
Campierelle (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#TableHotes|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.032747,55.474058,"14, chemin Camp Pierrot",97433#Salazie,,,Soubik,ADT Réunion,2021-05-06,Campierelle (La)#,,,https://data.datatourisme.fr/54/445124aa-b987-3d9f-b429-b74ac0affdbb
Gîtes de Boucan Canot n° 58 (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.034302,55.230223,"255, chemin de la Vanille - Boucan Canot",97434#Saint-Paul,,,Soubik,ADT Réunion,2023-01-30,Gîtes de Boucan Canot n° 58 (Les)#http://www.lesgitesdeboucancanot.com/,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/27441221-b465-3609-9cf6-203aec7a8bc9
Gîtes de Boucan Canot n°140 (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.03422837,55.23065321,"255, chemin de la Vanille - Boucan Canot",97434#Saint-Paul,,,Soubik,ADT Réunion,2020-01-23,Gîtes de Boucan Canot n°140 (Les)#http://www.lesgitesdeboucancanot.com/,4 épis / Premium#Gîtes de France,,https://data.datatourisme.fr/54/1d9607d2-6c91-358e-a10c-3199b024ba8b
Gîtes de Boucan Canot n°138 (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.03422837,55.23065321,"255, chemin de la Vanille - Boucan Canot",97434#Saint-Paul,,,Soubik,ADT Réunion,2020-01-23,Gîtes de Boucan Canot n°138 (Les)#http://www.lesgitesdeboucancanot.com/,4 épis / Premium#Gîtes de France,,https://data.datatourisme.fr/54/71f0fd01-30d4-33f5-9290-8923c8676330
Gîtes de Boucan Canot n°139 (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.03422837,55.23065321,"255, chemin de la Vanille - Boucan Canot",97434#Saint-Paul,,,Soubik,ADT Réunion,2020-01-23,Gîtes de Boucan Canot n°139 (Les)#http://www.lesgitesdeboucancanot.com/,4 épis / Premium#Gîtes de France,,https://data.datatourisme.fr/54/c0cb66e9-bbab-3e37-9b4c-514da2d77475
Gîtes de Boucan Canot n° 57 (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.034302,55.230223,"255, chemin de la Vanille - Boucan Canot",97434#Saint-Paul,,,Soubik,ADT Réunion,2023-01-30,Gîtes de Boucan Canot n° 57 (Les)#http://www.lesgitesdeboucancanot.com/,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/5cb5b462-8050-34a4-a81b-c98b4a7a4cac
Gîtes de Boucan Canot n°141 (Les),https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest,-21.03422837,55.23065321,"255, chemin de la Vanille - Boucan Canot",97434#Saint-Paul,,,Soubik,ADT Réunion,2020-01-23,Gîtes de Boucan Canot n°141 (Les)#http://www.lesgitesdeboucancanot.com/,4 épis / Premium#Gîtes de France,,https://data.datatourisme.fr/54/ce516e2d-f9f2-332b-bdd0-ce47545cef43
Gîtes de Boucan Canot n° 59 (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.034302,55.230223,"255, chemin de la Vanille - Boucan Canot",97434#Saint-Paul,,,Soubik,ADT Réunion,2023-01-30,Gîtes de Boucan Canot n° 59 (Les)#http://www.lesgitesdeboucancanot.com/,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/4f4de51b-5ae9-3078-a6c8-4420b2b33e63
Vieux Cep (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,-21.13668759,55.47241605,"44, rue Saint-Louis",97413#Cilaos,,,Soubik,ADT Réunion,2022-05-12,Vieux Cep (Le)#http://levieuxcep.re/,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/282294a6-83ac-3620-ae52-c22e0d79f967
Iloha Seaview Hotel,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,-21.14798695,55.27757123,44 rue Georges PompidouPointe des Châteaux - CD 12,97436#Saint-Leu,,,Soubik,ADT Réunion,2023-11-02,Iloha Seaview Hotel#https://www.iloha.fr/,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/28eacfdd-629b-375c-a67b-2429a1c8ee93
Palmiers (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.257598,55.493882,"8, rue André Malraux - Trois Mares",97430#Le Tampon,,,Soubik,ADT Réunion,2022-12-14,Palmiers (Les)#,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/28f9999b-e74d-3df1-bfc4-bb948208772b
Orky-Mel (L'),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.337536,55.549908,"3, chemin Zaïre - Anse les Hauts",97429#Petite-Île,,,Soubik,ADT Réunion,2023-07-07,Orky-Mel (L')#http://www.orkymel.fr/,3 épis / Confort#Gîtes de France,,https://data.datatourisme.fr/54/2ae88c02-7133-3232-8862-39a12ab9825d
Case Changement d'Air (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.05876881,55.30136725,"40, chemin des Barrières - Tan Rouge",97435#Saint-Paul,,,Soubik,ADT Réunion,2022-11-04,Case Changement d'Air (La)#http://perso.wanadoo.fr/lacasechangementdair,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/8935289c-9457-31c5-a445-d6b97e1a144b
Oasis (L'),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.24104251,55.34468454,"49 Ter, chemin de Ligne",97425#Les Avirons,,,Soubik,ADT Réunion,2019-10-10,Oasis (L')#http://location-bungalow974.pagesperso-orange.fr/,2 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/8a9edcf5-4b99-38d0-95f6-d999304b6046
Alizé Plage,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,-21.34417921,55.47179973,"17 bis, boulevard Hubert Delisle",97410#Saint-Pierre,,,Soubik,ADT Réunion,2019-10-10,Alizé Plage#http://www.alizeplage.fr/,2 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/974ef3b9-eb57-3919-805b-5cc7c4d61bcc
Alizé Plage,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.34417921,55.47179973,"17 bis, boulevard Hubert Delisle",97410#Saint-Pierre,,,Soubik,ADT Réunion,2019-10-10,Alizé Plage#http://www.ilereunion.com/alizeplage.htm,,,https://data.datatourisme.fr/54/03ab2d21-a9b5-304c-a254-771e6f4a76d9
Case Péi,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.046735,55.279313,"150 bis, chemin Ligne Berthaud",97435#Saint-Paul,,,Soubik,ADT Réunion,2023-02-07,Case Péi#http://case-pei.pagesperso-orange.fr/,3 épis / Confort#Gîtes de France,,https://data.datatourisme.fr/54/835b2854-aefc-33e5-8067-1814ae083749
Agrumes (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.146191,55.601195,"2, allée des Filaos - Petite Plaine",97431#La Plaine-des-Palmistes,,,Soubik,ADT Réunion,2023-01-26,Agrumes (Les)#,3 épis / Confort#Gîtes de France,,https://data.datatourisme.fr/54/00e702c9-40b4-34d5-b1e8-64347eb4c9a5
Sud Bungalows,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.37750817,55.66300708,"10, chemin Terre Rouge",97480#Saint-Joseph,,,Soubik,ADT Réunion,2023-06-12,Sud Bungalows#,2 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/62bbf601-b2cb-3b2f-aec3-52cf60ce2ca1
Résidence Coralia,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.119242,55.259576,"10, allée des Coraux - Appt 13, Résidence Les Sternes",97426#Les Trois-Bassins,,,Soubik,ADT Réunion,2019-10-10,Résidence Coralia#,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/cc4ecd6f-d8d7-3c4c-a082-4a3bea71fb5c
Closerie du Lagon (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.09183842,55.23254142,"78 ter, rue Lacaussade",97434#Saint-Paul,,,Soubik,ADT Réunion,2022-06-28,Closerie du Lagon (La)#http://www.closerie-du-lagon.fr/,3 Clés#Clévacances,,https://data.datatourisme.fr/54/cea95499-dbb9-30ea-a99f-c3119710c31d
Côté Cannelle,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.05052692,55.28298651,"63, route de Fatima - Le Bernica",97435#Saint-Paul,,,Soubik,ADT Réunion,2020-08-06,Côté Cannelle#http://www.cotecannelle.fr/,3 Clés#Clévacances,,https://data.datatourisme.fr/54/d2a3bfe5-dce4-3ba3-9573-e2ad371f9a09
Villa de la Plage (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.097985,55.240123,"52, route du Trou d'Eau",97434#Saint-Paul,,,Soubik,ADT Réunion,2023-01-26,Villa de la Plage (La)#http://www.lavilladelaplage.fr/,4 Clés#Clévacances,,https://data.datatourisme.fr/54/d5da9106-74d4-3264-96f5-eaaf4004ad77
Bleu Horizon,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.175155,55.294232,14 allée des Rubis - chemin Dubuisson,97436#Saint-Leu,,,Soubik,ADT Réunion,2022-04-21,Bleu Horizon#,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/d71f1ab2-c8aa-36c3-840f-9a823e79fb6e
Gandalf Safari Camp,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,-21.37584,55.592495,"87, boulevard de l’Océan - Manapany-les-Bains",97480#Saint-Joseph,,,Soubik,ADT Réunion,2022-09-06,Gandalf Safari Camp#http://www.gandalfsafaricamp.de/,2 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/bbef45b3-0d91-3fca-a807-5359245ac125
Callimusa (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.040617,55.223281,"11, rue des Pétrels - Lot. du Théâtre",97434#Saint-Paul,,,Soubik,ADT Réunion,2021-10-26,Callimusa (Le)#https://lecallimusa.jimdofree.com/le-callimusa/,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/bc15c0da-6476-3359-8a0b-1d64eaaf0d17
Villa Paul,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.082362,55.226932,8 ruelle Bougainvilliers,97434#Saint-Paul,,,Soubik,ADT Réunion,2021-06-22,Villa Paul#,5 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/0a49c4d7-5be2-32fc-a644-45dc48bbd921
Chez Moïse,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-20.93726351,55.63802988,"58, rue Raymond Vergès",97441#Sainte-Suzanne,,,Soubik,ADT Réunion,2019-10-10,Chez Moïse#http://aubergemoise974.com/,2 épis#Gîtes de France,,https://data.datatourisme.fr/54/0e1c02b9-54e1-3acc-8ef5-e4880b1cd44c
Villa Tropicale,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.05193,55.233541,60 rue Bottard,97434#Saint-Paul,,,Soubik,ADT Réunion,2020-05-12,Villa Tropicale#,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/0fdf3aef-3749-3693-92df-ecac8e137f74
Etoile du Bonheur (L'),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.212018,55.403426,77 rue Voltaire,97421#Saint-Louis,,,Soubik,ADT Réunion,2020-10-27,Etoile du Bonheur (L')#,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/1207ae01-e652-3d36-ab35-815e51124197
Montplaisir,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.20861105,55.41675117,"53, route Montplaisir",97421#Saint-Louis,,,Soubik,ADT Réunion,2019-10-10,Montplaisir#,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/2a0498c5-ba56-396e-a0e0-0d939a3c7330
Ti Kaz en Lèr,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.159933,55.300578,158 chemin des Rosiers,97436#Saint-Leu,,,Soubik,ADT Réunion,2020-07-02,Ti Kaz en Lèr#,3 Clés#Clévacances,,https://data.datatourisme.fr/54/3247a4cb-6b57-3ab1-aac7-306f6ce8bce3
Casalena 2,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.332049,55.469845,17 bis rue Casabona,97410#Saint-Pierre,,,Soubik,ADT Réunion,2020-10-27,Casalena 2#,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/325fd4bc-c0b7-310b-b5a5-4aa2b908ea17
Casalena 1,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.334056,55.470116,17 rue Casabona,97410#Saint-Pierre,,,Soubik,ADT Réunion,2020-10-27,Casalena 1#,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/32ccf88e-3afb-3ee3-8594-fc3e1e8f3028
Grand Large (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.22783058,55.31937996,"97, chemin Barret",97424#Saint-Leu,,,Soubik,ADT Réunion,2019-10-10,Grand Large (Le)#http://www.allonslareunion.com/le-grand-large,3 épis / Confort#Gîtes de France,,https://data.datatourisme.fr/54/8ffc7e1d-64ab-3c72-a267-4bb9363d6cb2
Grand Large (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#TableHotes|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.22783058,55.31937996,"97, chemin Barret",97424#Saint-Leu,,,Soubik,ADT Réunion,2019-10-10,Grand Large (Le)#http://www.allonslareunion.com/le-grand-large,,,https://data.datatourisme.fr/54/01e784b9-c60a-3e97-9abf-0e415c7ce3ec
Pailles en Queue (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-20.895294,55.542893,40 rue de Guigné,97438#Sainte-Marie,,,Soubik,ADT Réunion,2023-06-23,Pailles en Queue (Les)#https://www.lespaillesenqueue.re/,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/91caf27c-24ae-3d5b-9344-a4e79101ecff
Exoticaz,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.280287,55.484272,68 Ter chemin Louis Nayagom,97432#Saint-Pierre,,,Soubik,ADT Réunion,2020-10-27,Exoticaz#,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/931b6276-4e56-31e4-a4cf-e8bf259a87de
Ravan,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-20.926678,55.605959,"47, chemin de La Renaissance",97441#Sainte-Suzanne,,,Soubik,ADT Réunion,2020-02-28,Ravan#http://www.lesgitesdelarenaissance.fr/,1 étoile#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/0cdd2511-994a-3a1c-b72e-c98e073a74ab
Talitakoum,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.091347,55.233057,"74, rue Auguste Lacaussade",97434#Saint-Paul,,,Soubik,ADT Réunion,2020-03-24,Talitakoum#,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/0d79f853-2f87-3fae-8218-10bcc557a50c
Meublé Gilette Gonthier,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.13372814,55.47982146,"9, rue des Fleurs Jaunes",97413#Cilaos,,,Soubik,ADT Réunion,2023-05-23,Meublé Gilette Gonthier#,1 étoile#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/1164a33f-3ba8-3692-9f5c-18a2762c3413
